igbo_word,english_translation,pronunciation_guide
ndepụ̀ta,edition; a particular form of a published text,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640897f767f77577cfb58a75.mp3
ọ̀gbam̄bọ̀,hustler; a person who puts in a lot of effort in order to achieve something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632a3e36e83e9ff585b6276b.mp3
di,husband [a man who is legally married to a woman];,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7430.webm
ugbènè,feather; a light waterproof structure that covers the body of a bird,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63568e43cab42e49d9e92424.mp3
ànụ̀nụ̀,habitat; a place where living things naturally dwell,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6250f7a59d95fb9f19ee38d1.mp3
ọ̀kpọka,hardman; a very strong and not easy to go by person or thing,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64c926c5f8de9e0429bbe054.mp3
nkùnimi,inhaler; a container with a chemical that relieves nasal congestion,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634ff430864b3c21881ccd66.mp3
ke agbụ,tie with a rope or such in order to confine or restrict movement; bind,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6eaf.mp3
ùsekwū,kitchen; a place or room where food is cooked,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63808991719b360bfa6a8e58.mp3
M̀gboòrìè,name for a female born on 'orìè' market day (archaic); a female born on 'orìè' market day.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6432961cfc16d431c791536f.mp3
òbi,title of a king in Igbo land; central or most vital unit,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b84d4.webm
bègō,perch on a high level,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7224.mp3
mkpụrụụ̀dàsụ̀sụ,phoneme [a functional speech sound in a language],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6357a5e945ec02395f5cb25c.mp3
zi ibu,put down a load from head or arms; lay down a load,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8d62.mp3
ome,shoot of a plant,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63233dbfac6d9e0a016d48c8.mp3
rinnē,so much; a lot,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63843569a882e640813e8703.mp3
ke ime,to abort a child,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6474a9444be2b44e699a4173.mp3
mụ n̄nwā,to birth a child; give birth; put to bed; deliver a b,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63e978f82704809a0a2928e7.mp3
rụ ụlọ̀,to build a house,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cbce75cadbff57417587c6.mp3
kọ̀nye,to plant a seed in the ground,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c6ade66b66fb4d5c2d0b22.mp3
jì ụkwụ,trek; go a distance using the legs as the means of transportation,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7b8d.mp3
òpìikē,trumpet [a musical instrument],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6355427c55146cb330d0e78a.mp3
mara àhụ,use to; (a thing to a person experiencing) become familiar or conversant; become part of,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b89fa.mp3
ochìèdikē,veteran; a person who has a long experience in a field,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635d5f32f61d2e3fd1f41419.mp3
chekata,wait for a long time,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640cd44cf0bbfe33c4a5d155.mp3
chetè akā,wait for a long time,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6448fffc3d3ded02766b1e74.mp3
ọ̀gbam̄bọ̄,whitlow; a boil near a finger nail,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63495d0956c85de097716f09.mp3
M̀gbaàfọ̀,(archaic) a female born on 'Àfọ̀' market day; a name given to a girl born on 'Àfọ̀' market day.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/643293f4fc16d4ec229152ab.mp3
M̀gbeēkē,(archaic) a female born on 'Èke' market day; name girl born on 'Èke' market day,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638f33ede237e196dce36b58.mp3
fèminìzìm,Feminism (a theory in sociology on the advocacy of women's rights on the ground of the equality of the sexes),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d0031f0d8ba01eb2095570.mp3
ǹkọnilu,allegory [a figure of speech in literature] that explains hidden meaning,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63418a128dca3700eb838320.mp3
ilukpọm,aphorism [a figure of speech/thought in literature that shows a terse/pithy observation that houses a general truth,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63419023b86dd90d32193d47.mp3
ụlọ̀ịsāahụ,bathroom; a room constructed for bathing,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b09dff15041b44da7f04bd.mp3
ikpirikpọọ̀gụ̀,charge to a fight or contest; energetic or intimidating display before a fight or contest,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b839f.webm
òmeǹkà,creative; a talented person,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8624.webm
be,cry; make a sound to communicate emotions or as a signal; wail; howl,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f6da5409f7bf7c6cf387fd.mp3
m̀gbàǹchefù,"dementia; a health condition of loss of intellectual functioning, especially with impairment of memory and abstract thinking",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6404aa23ec7ae872bbebef31.mp3
òkùkòrò,"depth (of a bowl), deep",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cc1d6ff91555afc06a046c.mp3
òzizi,doctrine; a system of belief mostly among religious groups,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63614820f141c508b1268b99.mp3
le ọbị̀à,entertain a visitor; be hospitable,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b81fb.webm
niwe,"lay down [a baby]; put in a place; tie up (animals, canoes, etc.)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63e84c5f82c02df163da3017.mp3
isimmīrī,source of a stream or river,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/643a95bd3f422e7c389cf4f3.mp3
ndọlị̀,struggle; a hard attempt or fight to achieve something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638a4af59decb13e1daee655.mp3
ụ̀ja,the sound a dog makes when it's excited or angry; bark (of a dog),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c2b.webm
wakpò,to attack a person or community; to invade a community or city,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6363100a8698982600e9d49d.mp3
pa,to pamper a person; to carry,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63fe3cfd140ade643f8fc2ee.mp3
nye nsī,to poison a person,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8372.webm
ǹchemmīrī,umbrella; a device placed over the head for protection against rain or sun,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6365aefa1920833b9398c684.mp3
ọ̀kam̄gbā,"wrestler; a person who takes part in wrestling, especially for sport",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bda4ac7017cd6258d66c7f.mp3
òkeneelū,air force; a branch of the military responsible for defense in the air,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644a35b0c21e74fc6bdef356.mp3
ọ̀dọ,area where a particular thing is plentiful,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b872c.webm
mgbago,ascent; up a distance,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7743.webm
abụ̀rị̀bụ̀,"chaff from a processed food item, especially from palm kernel, cassava; corn etc",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/637ce8e6123d7e420baee199.mp3
ọ̀chịchā,"cockroach; a brown, winged, nocturnal, scavenging insect that resembles a beetle",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b7edfbd7f0beca3cdf2ef4.mp3
ogbè,community; a group of people living together,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/65340af40bf9f3d02bbd0412.mp3
m̀kpọrọ,detention; a place where people are kept temporarily for less serious crimes,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b809a.webm
idìdè,earthworm; a worm with exposed soft skin mostly living in wet soil,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b798f.mp3
òdezi,"editor (of a book, journal etc)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d1357.mp3
ǹsịègbè,gunpowder; a mixture in powder form used to make canon shots and gun bullets.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632a3e69e83e9f9368b6278a.mp3
ma ọsụ̀,"hiss; make a squeaky sound by forcefully sucking in air through the gap between a tight closed teeth, especially to show disappointment (typically African)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7fc1.webm
kpagharị,"stir; turn a substance, in a container, using a stirrer, in order to mix it properly",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6448669158303a4a9df1d0a0.mp3
tụchi,lock using a key or bolt,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8b23.webm
ọ̀gọ̀dọ̀,"loincloth; a single piece of short cloth worn around the waist, especially due to hot weather",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64b541d6e63da678e4a8dc53.mp3
gụ̀ ahà,name; give a name,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6e00.webm
kụ,plant; put a seed in the soil so that it germinates,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7cc6.mp3
zọ̀lì ijè,set off on a journey; begin a journey,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6488de28c78a479546a49d9b.mp3
rìrìrì,shake with a slight rapid motion; quiver; tremble,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6367d9c89b7c76556e96e0b0.mp3
nhibọ̀ọchī,"sleepover; a night spent at a hotel, motel, or home, especially while traveling",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c53.webm
runata,stoop down a bit,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641e6699071f8f3b3f18a63f.mp3
isiahịrị̄,subject of a sentence,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63643a029ce8ebb8125fb278.mp3
napụ̀ ara,wean; stop a baby from taking the mother's milk,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635936c1e1656cefa5dc2abe.mp3
àsị̀nilu,wellarism [a figure of speech in literature],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634188ff96616c096f3384c0.mp3
ụmụ̀ nna,(patrilineage); sublineage,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7515.webm
dọ,(a heavy or bulky object) be kept or placed somewhere; a body of water collected somewhere,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63631b0586989849bbe9e293.mp3
la āzụ̄,go backwards or back; lag; withdraw,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8157.mp3
ozu,corpse; carcass; dead body,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b86f3.webm
ọ̀zị̀zà,sweeping,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6352af137bc661228e95982e.mp3
ṅụ̀ ọṅụ̀,be happy; rejoice,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/60b11919791caa6c7cc6142f.mp3
aka,arm; hand,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6f74.webm
la,go home,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7ed0.webm
sū īmī,point at someone using the nose and mouth at the same time,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7a85.webm
nnē,mother,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b82cb.mp3
òdogwu,mighty man; one who has the ability and capability to resist opposing force,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6330794249213af42b60cfae.mp3
mkpụrụmmīrī,"ice, especially in pieces",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62980b0d86589dd7de04429e.webm
ìkìrì,galago; bush baby,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6357f8387a60f6466a51b52d.mp3
ụmụ̀nnē,siblings; people who have both or one parent in common,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c6d.mp3
mali (elu),thrust or plunge upwards,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641b21c76776d754b4b9ba2e.mp3
kpụ ụzụ,"make, mold or shape metal especially by heating and hitting",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7de6.mp3
kwọsa mmirī,pour water on something by scooping it with the cupped hands,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cb1b10fd7c2a607436e9d8.mp3
kịtịkpa,chicken pox,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d13c3.mp3
ịgbọ̄ọgèdè,"A meal prepared with mashed ripe plantain and other ingredients, usually wrapped in special leaves and steamed; plantain pudding",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640e3d22b55003ec15cfbcf5.mp3
onye ọ̀zụ̀zụ̀ atụrụ̄,a person who looks after a group of sheep,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64080b5dd6f0fc25c177b4ac.mp3
Kọnēl,A rank in the army that is above lieutenant colonel; a person who has achieved this rank.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ab327ad6dbfed7f5c1b1d7.mp3
m̀panaaka,lantern,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b77fe.webm
ǹkapị̄,A type of rodent with long point mouth; shrew,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/643fff4a5c155dc2cf1dadf5.mp3
ụ̀dàume,a vowel sound,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63aaa7c781217199844b23b9.mp3
utùrukpè,A type of vegetable used in cooking soup and other delicacies,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64227fb6819d896e919e97ec.mp3
àbàchà,"cassava flakes; shredded, boiled, and dried cassava",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6db5.mp3
kpacha anyā,do on purpose or deliberately; do with clear eyes,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7178.mp3
Ekeresìmeèsì,Christmas,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6363dbd4c46b90060dfe763d.mp3
ụlụ̀ụkà,"a building where people worship, especially the type specially made for such purpose",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c39.webm
ajị̀,jute,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d1373.mp3
ùkè,"thorn, prickle bigger than ordinary thorn, problem, mishap",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632ad852ecfc8975e7dc93e6.mp3
òri nchekwa ahụ̄,a disease that weakens the immune system,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635313688bdfdc4e5fadf310.mp3
ǹdèlè,a long stick used as a support while walking or as a sign of authority; staff,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62fec583bb6a68887872d3bc.mp3
kpekère,"a  type of snack made from ripe or unripe plantain, or fried ripe plantains; plantain chips",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/637ba6778f3b7bd0e95dbed7.mp3
ekpè,a 3-4 feet wall usually used for defense during war,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633d9537b7459285e1a0bbd3.mp3
mejọ̀,a Major in the army,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63e581c08d8df22ff7866e7e.mp3
ụkwaràntà,a bacterial infection that affects the lungs; tuberculosis,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b838f.webm
ụkwarāǹtụ̀hị,a bacterial infection that gets into the nose and throat; whooping cough,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7399.webm
mgbashịrịkọ,a behavior or approach filled with lack of seriousness,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63af99b12a062239f1ec0856.mp3
agụnkwọ̄,a bird of prey with short and curved beak; hawk,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638fc3b489d25f8676abb59a.mp3
